nsmoid,analysis_weight,age_r,open_year,rate_spread,pmms,cltv,dti,cu,first_mort_r,duration,i_open,considerations,applications,score_0,score_1,score_2,i_close_first_year,i_refinance,i_married,i_FHA,i_large_loan,i_medium_loan,i_higher_ed,i_open_year2,i_open_year3,i_open_year4,i_open_year5,rate,rate_0,rate_1,rate_2,i_open_0,i_open_1,i_open_2
204745,1267.979718309859,.34,2013,.53,4.219999998807907,.87,.25,2,2,3,0,1,1,7.6900001,7.6900001,7.6999998,0,1,1,1,0,0,1,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,0
204649,1267.979718309859,.33000001,2013,-.08,4.459999993443489,.79000002,.25,2,2,4,1,2,3,7.8600001,7.1599998,7.8699999,0,0,1,0,0,1,1,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
205021,643.0468571428571,.56,2013,.42,4.579999998211861,.80000001,.25,2,1,4,0,1,1,7.1399999,7.4400001,7.4200001,0,0,1,0,0,0,1,0,0,0,0,5,3.895689,3.8419178,3.6166666,1,1,1
205350,520.050731707317,.28,2013,-.16,4.159999996423721,.49000001,.5,2,1,4,0,1,1,7.7399998,7.5100002,6.8099999,0,0,1,0,0,0,1,0,0,0,0,4,3.895689,3.8419178,3.6166666,1,1,1
205321,520.050731707317,.25999999,2013,.5600000000000001,4.569999992847443,.80000001,.25,2,1,4,1,1,1,7.6300001,7.0799999,7.0999999,0,0,1,0,0,1,1,0,0,0,0,5.1300001,3.895689,3.8419178,3.6166666,1,1,1
205356,2433.15027027027,.70999998,2013,.28,4.219999998807907,.76999998,.25,2,2,3,0,2,1,8.0799999,8.1300001,7.9099998,0,0,1,0,1,0,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,0
205125,643.0468571428571,.54000002,2013,-.04,3.53999999910593,.60000002,.25,2,2,4,1,1,1,6.96,6.8299999,7.5900002,0,0,0,0,0,1,1,0,0,0,0,3.5,3.895689,3.8419178,3.6166666,1,1,1
205290,643.0468571428571,.5,2013,.4,4.349999994039536,.95999998,.5,2,2,4,0,3,2,6.7600002,6.8800001,6.25,0,0,1,1,0,0,0,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
205272,520.050731707317,.40000001,2013,.16,4.219999998807907,.77999997,1,2,2,3,0,2,2,7.0100002,6.6700001,5.7800002,0,1,1,0,1,0,0,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,0
204711,643.0468571428571,.33000001,2013,.33,4.419999986886978,.95999998,.25,2,1,4,0,3,3,8.0900002,7.1700001,8,0,0,1,1,0,1,1,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
205009,804.6067924528301,.23999999,2013,-.22,4.349999994039536,.89999998,.25,1,1,4,1,1,1,7.5799999,7.5799999,7.4899998,0,0,1,0,0,1,1,0,0,0,0,4.1300001,3.895689,3.8419178,3.6166666,1,1,1
205367,1267.979718309859,.23,2013,-.13,4.5,.95999998,.5,2,1,3,0,1,1,7.21,6.4400001,6.3699999,0,0,1,1,0,1,0,0,0,0,0,4.3699999,3.895689,3.8419178,3.6166666,1,1,0
205244,978.5495652173913,.44999999,2013,.36,4.389999985694885,.93000001,.5,2,2,4,0,2,3,7.21,7.1599998,7.4000001,0,0,0,1,0,0,0,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
204813,643.0468571428571,.54000002,2013,-.12,4.36999998986721,.95999998,.5,2,1,4,0,2,1,7.3899999,7.1399999,7.0900002,0,0,0,1,0,0,1,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
205366,643.0468571428571,.67000002,2013,.04,4.459999993443489,.88,.25,2,1,4,0,1,1,7.6799998,7.1999998,6.96,0,0,0,0,0,1,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
204692,1011.534382022472,.47999999,2013,-.23,4.229999989271164,.69,.25,2,2,4,1,1,1,8.0299997,7.96,8.1199999,0,1,1,0,1,0,1,0,0,0,0,4,3.895689,3.8419178,3.6166666,1,1,1
204987,1011.534382022472,.34999999,2013,0,4.5,.80000001,.25,2,1,3,0,1,1,7.0599999,6.9099998,6.71,0,0,0,0,0,0,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,0
204719,1011.534382022472,.70999998,2013,.85,3.529999993741512,.74000001,.5,2,2,3,0,1,1,6.6799998,7.4899998,6.9899998,0,1,0,0,1,0,1,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,0
205357,1011.534382022472,.28999999,2013,.03,4.219999998807907,.79000002,.25,2,1,4,0,2,1,7.4400001,7.1700001,5.7600002,0,0,1,0,0,1,1,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
204732,978.5495652173913,.60000002,2013,.34,4.28999999165535,.63999999,.5,2,2,4,0,1,1,6.9699998,6.5700002,6.9200001,0,1,1,0,0,1,1,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,1
205340,978.5495652173913,.51999998,2013,-.26,4.509999990463257,.97000003,.5,2,2,4,0,1,1,6.25,5.6100001,5.7800002,0,0,1,1,0,1,0,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
205318,1267.979718309859,.40000001,2013,0,4.5,.79000002,.25,2,2,4,0,2,1,8.1400003,8.0600004,8.1000004,0,1,1,0,0,1,0,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
204669,520.050731707317,.34,2013,0,4.5,.88999999,.25,2,1,4,0,1,1,7.98,8.1099997,8.0699997,0,0,1,0,1,0,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
205050,978.5495652173913,.5,2013,-.04,4.419999986886978,.89999998,.5,2,2,4,0,3,2,7.6500001,7.8899999,7.6599998,0,1,0,0,0,0,0,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
204894,643.0468571428571,.44999999,2013,.18,4.569999992847443,1.01,.25,2,1,4,0,1,1,6.75,6.7600002,6.9499998,0,0,0,1,0,0,0,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
205307,520.050731707317,.63,2013,.03,4.219999998807907,.94999999,.25,2,2,4,0,3,1,7.9499998,7.6700001,7.5900002,0,0,1,1,1,0,1,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
204859,2433.15027027027,.31,2013,.42,4.579999998211861,.77999997,.5,2,2,3,0,3,2,6.8499999,6.9099998,7.1100001,0,0,1,0,0,1,1,0,0,0,0,5,3.895689,3.8419178,3.6166666,1,1,0
205394,643.0468571428571,.31999999,2013,.1,4.399999991059303,.81,.25,2,1,4,1,2,1,7.75,7.4000001,7.7600002,0,0,1,0,0,0,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
205476,978.5495652173913,.55000001,2013,.16,4.219999998807907,.56999999,.25,2,1,3,0,2,1,7.1500001,7.2800002,7.3800001,0,0,1,0,1,0,0,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,0
205331,978.5495652173913,.63999999,2013,.03,4.349999994039536,.70999998,.25,2,2,4,0,1,1,7.3400002,8.2600002,7.2399998,0,1,0,1,0,0,1,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
204812,643.0468571428571,.51999998,2013,.28,4.219999998807907,.38,.25,2,2,4,1,2,1,8.0500002,7.8600001,8,0,0,1,0,0,0,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
204748,978.5495652173913,.49000001,2013,-.71,4.459999993443489,.36000001,.25,2,2,4,1,2,2,7.77,8.0100002,7.1399999,0,0,0,1,0,0,1,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1,1,1
204903,643.0468571428571,.56999999,2013,.18,4.319999992847443,.89999998,.5,2,2,2,0,2,1,8.1400003,7.1300001,7.1999998,1,0,0,0,1,0,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,0,1
204835,1011.534382022472,.47999999,2013,-.01,4.389999985694885,.38999999,.5,2,2,4,0,1,1,6.9200001,8.0100002,8.0600004,0,1,0,1,1,0,1,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
204788,643.0468571428571,.51999998,2013,.25,4.5,.97000003,.25,2,2,4,0,1,1,7.9899998,7.6799998,7.8400002,0,0,0,1,0,1,1,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
205280,978.5495652173913,.47,2013,-.38,4.5,.76999998,.5,2,2,3,0,1,2,7.1100001,7.5599999,7.6199999,0,1,1,1,1,0,1,0,0,0,0,4.1199999,3.895689,3.8419178,3.6166666,1,1,0
205066,643.0468571428571,.67000002,2013,.68,4.569999992847443,.87,.75,2,2,4,1,3,2,6.6300001,6.8000002,6.9499998,0,1,0,0,0,0,0,0,0,0,0,5.25,3.895689,3.8419178,3.6166666,1,1,1
205312,1011.534382022472,.57999998,2013,-.32,4.319999992847443,.95999998,.5,2,2,3,0,2,2,6.1500001,6.2199998,6.2399998,0,1,0,1,1,0,1,0,0,0,0,4,3.895689,3.8419178,3.6166666,1,1,0
205224,1267.979718309859,.44999999,2013,-.33,4.579999998211861,.56,.25,2,2,4,1,1,1,8.1000004,7.9000001,7.8699999,0,1,1,0,0,1,1,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
204714,643.0468571428571,.47,2013,-.02,4.399999991059303,.95999998,.5,2,2,4,0,1,1,7.0700002,7.1500001,6.8899999,0,0,0,1,1,0,0,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
204814,978.5495652173913,.50999999,2013,.22,4.159999996423721,.25,.25,2,2,3,0,3,1,7.96,7.77,8.1499996,0,1,0,0,1,0,1,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,0
204746,1267.979718309859,.74000001,2013,-.47,4.219999998807907,.88999999,.25,2,2,4,0,2,1,6.1799998,7.04,5.5900002,0,1,0,1,0,0,0,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1,1,1
204681,1011.534382022472,.41999999,2013,.17,4.579999998211861,1.02,.5,2,1,4,1,1,1,7.3800001,7.2199998,7.21,0,0,0,1,0,1,0,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
205338,1011.534382022472,.62,2013,.03,4.219999998807907,1.16,.25,2,2,3,0,1,1,6.5300002,7.02,6.4899998,0,1,0,1,0,0,1,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,0
204958,643.0468571428571,.38999999,2013,.25,4.5,.95999998,.25,2,1,2,0,3,2,6.9200001,7.4099998,7.5799999,1,0,1,1,0,1,1,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,0,1
205010,804.6067924528301,.30000001,2013,-.09,4.219999998807907,.80000001,.25,2,1,4,0,3,3,7.5900002,7.6999998,7.79,0,0,1,1,1,0,1,0,0,0,0,4.1300001,3.895689,3.8419178,3.6166666,1,1,1
205314,804.6067924528301,.34,2013,.43,4.319999992847443,.85000002,.25,2,2,2,0,3,1,7.6900001,7.48,7.5799999,1,0,1,0,1,0,1,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,0,1
204906,1107.64051948052,.25999999,2013,.11,4.389999985694885,.89999998,.5,2,1,4,1,2,1,7.9699998,8,8.1300001,0,0,1,0,0,1,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
205426,978.5495652173913,.34999999,2013,.15,4.229999989271164,.56,.25,2,2,4,1,2,1,8.2299995,8.2399998,8.2799997,0,1,0,0,0,1,1,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
204864,1011.534382022472,.28999999,2013,.15,4.229999989271164,.76999998,.5,2,2,4,0,1,1,7.5599999,7.2600002,7.4200001,0,0,1,0,0,1,0,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
205071,775.3483636363636,.25,2013,.21,4.28999999165535,.95999998,.25,2,2,4,0,2,1,6.9899998,6.6599998,6.4099998,0,0,1,1,0,0,0,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
204879,1267.979718309859,.28,2013,.15,4.099999994039536,.80000001,.5,2,2,4,1,2,1,7.77,7.5700002,7.6100001,0,0,1,0,0,1,1,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
205220,1267.979718309859,.25999999,2013,.28,4.349999994039536,.81999999,.25,2,1,4,1,1,1,6.79,6.6900001,7.0599999,0,0,0,0,0,0,0,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,1
205099,1267.979718309859,.25,2013,.53,4.099999994039536,.97000003,.5,2,1,4,0,3,3,6.4299998,6.5799999,6.5,0,0,0,0,0,0,1,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,1
205424,804.6067924528301,.56999999,2013,-.13,4.509999990463257,.61000001,1,2,2,4,0,1,1,7.0100002,6.25,7.4400001,0,1,1,1,1,0,1,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
205501,1011.534382022472,.58999997,2013,.24,4.389999985694885,.56999999,.5,2,2,2,0,1,1,6.6300001,7.8499999,8.1999998,1,1,0,0,1,0,0,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,0,1
205087,643.0468571428571,.56999999,2013,.43,4.319999992847443,.95999998,.25,2,2,4,1,1,1,7.3800001,7.2199998,7.23,0,0,0,1,0,0,0,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
204969,775.3483636363636,.49000001,2013,.01,4.36999998986721,.94999999,.5,2,2,4,0,2,1,8.0500002,7.6500001,7.9099998,0,0,1,0,1,0,0,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
205392,978.5495652173913,.28999999,2013,-.19,4.569999992847443,.95999998,.5,2,1,4,1,1,1,7.6799998,7.5599999,7.6500001,0,0,0,1,0,1,1,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
204863,1011.534382022472,.52999997,2013,.22,4.279999986290932,.91000003,.5,2,2,4,1,1,1,6.6599998,7.1999998,7.3800001,0,1,0,0,0,1,0,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
205527,1011.534382022472,.43000001,2013,.03,4.219999998807907,.47999999,.5,2,2,4,1,1,2,7.1100001,6.9299998,7.1300001,0,0,0,0,0,1,0,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
205343,1267.979718309859,.31999999,2013,.17,4.579999998211861,.91000003,.25,2,2,2,0,1,1,8.04,7.8400002,8.04,1,0,0,0,0,1,1,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,0,1
205299,2433.15027027027,.30000001,2013,-.4,4.399999991059303,1.02,.25,2,2,4,0,1,1,6.3200002,6.2800002,6.6100001,0,0,1,1,0,0,0,0,0,0,0,4,3.895689,3.8419178,3.6166666,1,1,1
204924,1011.534382022472,.30000001,2013,.71,4.28999999165535,.93000001,.25,2,1,4,1,3,2,7.1100001,7.3200002,7.5900002,0,0,0,0,0,0,1,0,0,0,0,5,3.895689,3.8419178,3.6166666,1,1,1
205311,978.5495652173913,.57999998,2013,.5,4.5,.68000001,.25,2,2,4,0,1,1,5.7199998,6.2800002,6.5,0,1,1,0,0,0,0,0,0,0,0,5,3.895689,3.8419178,3.6166666,1,1,1
204917,643.0468571428571,.58999997,2013,.22,4.159999996423721,.88,.5,2,2,4,1,1,1,7.3800001,6.9899998,7.4000001,0,0,1,0,1,0,1,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
205095,978.5495652173913,.79000002,2013,.24,4.389999985694885,.69,.25,2,2,4,1,3,1,6.5300002,6.4499998,6.4200001,0,1,0,0,0,0,0,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,1
205055,978.5495652173913,.47999999,2013,.4,4.229999989271164,.94999999,.5,2,2,4,1,1,1,7.6599998,6.8099999,7.27,0,0,0,0,0,0,0,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,1
205039,643.0468571428571,.44,2013,1.46,4.28999999165535,.51999998,.5,2,1,4,1,2,1,7.0799999,7.02,7.0799999,0,0,0,1,0,0,1,0,0,0,0,5.75,3.895689,3.8419178,3.6166666,1,1,1
205235,978.5495652173913,.36000001,2013,.6,4.399999991059303,.95999998,.5,2,2,4,1,2,1,6.8499999,5.8099999,5.73,0,0,1,1,0,1,0,0,0,0,0,5,3.895689,3.8419178,3.6166666,1,1,1
205078,1267.979718309859,.36000001,2013,.04,4.459999993443489,.95999998,.5,2,2,3,0,1,2,6.4899998,5.6100001,4.9699998,0,0,0,1,0,0,0,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,0
205484,978.5495652173913,.40000001,2013,.59,4.28999999165535,.80000001,.5,2,1,3,0,2,2,7.7600002,7.0999999,7.23,0,0,1,1,1,0,1,0,0,0,0,4.8800001,3.895689,3.8419178,3.6166666,1,1,0
205549,978.5495652173913,.27000001,2013,-.6,4.349999994039536,.95999998,.5,2,1,4,0,1,1,6.8099999,6.3600001,7.6199999,0,0,0,1,0,1,1,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1,1,1
204673,643.0468571428571,.51999998,2013,.71,4.28999999165535,1.25,.5,2,2,4,1,1,1,7.0900002,6.96,6.9699998,0,1,0,0,0,1,1,0,0,0,0,5,3.895689,3.8419178,3.6166666,1,1,1
205412,643.0468571428571,.61000001,2013,.28,4.349999994039536,.74000001,.5,2,2,4,1,1,1,7.9499998,7.0999999,7.0700002,0,1,0,0,0,0,0,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,1
204946,643.0468571428571,.37,2013,-.08,4.579999998211861,.88999999,.25,2,2,4,1,2,2,8.04,7.3499999,7.6199999,0,0,1,0,1,0,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
205298,978.5495652173913,.30000001,2013,.24,4.389999985694885,.80000001,.25,2,1,3,0,1,1,7.9099998,7.8699999,7.9899998,0,0,0,0,0,1,1,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,0
204850,978.5495652173913,.43000001,2013,.12,4.129999995231628,.80000001,.25,2,2,3,0,2,1,7.8200002,7.5300002,7.4699998,0,1,1,0,1,0,1,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,0
204775,1267.979718309859,.38999999,2013,-1.01,4.509999990463257,.88,.5,2,2,4,1,2,1,7.6199999,7.79,7.9299998,0,1,1,0,1,0,1,0,0,0,0,3.5,3.895689,3.8419178,3.6166666,1,1,1
204801,643.0468571428571,.34,2013,0,4.129999995231628,.80000001,.5,2,2,4,0,2,1,7.7199998,7.5700002,7.77,0,0,1,0,0,1,1,0,0,0,0,4.1300001,3.895689,3.8419178,3.6166666,1,1,1
205072,978.5495652173913,.34999999,2013,.18,4.569999992847443,.89999998,.25,2,1,4,0,4,3,7.8200002,7.71,7.79,0,0,0,0,0,0,1,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
205523,1107.64051948052,.25999999,2013,.04,4.459999993443489,.94999999,.5,2,2,4,0,2,2,7.5500002,6.6500001,7.02,0,0,1,0,0,1,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
205362,1011.534382022472,.49000001,2013,.77,4.229999989271164,1.24,.5,2,2,4,1,1,1,6.5599999,5.5100002,6.2199998,0,1,1,0,0,1,1,0,0,0,0,5,3.895689,3.8419178,3.6166666,1,1,1
204789,978.5495652173913,.46000001,2013,.36,4.389999985694885,.83999997,.25,2,2,4,0,1,1,7.9099998,7.8800001,8.0900002,0,0,0,0,0,1,1,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
205416,643.0468571428571,.63,2013,.12,4.129999995231628,.47999999,.25,2,2,4,0,4,3,8.0699997,7.9499998,8.0299997,0,0,0,0,0,0,1,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
205122,643.0468571428571,.50999999,2013,.78,4.219999998807907,1.09,.5,2,2,4,1,2,1,7.9899998,7.6500001,7.9200001,0,1,0,0,0,1,0,0,0,0,0,5,3.895689,3.8419178,3.6166666,1,1,1
205471,1267.979718309859,.49000001,2013,-.97,4.349999994039536,.88999999,.5,2,2,4,1,1,1,6.5999999,5.8000002,5.8699999,0,1,1,1,0,0,0,0,0,0,0,3.3799999,3.895689,3.8419178,3.6166666,1,1,1
205305,978.5495652173913,.41999999,2013,-.34,4.219999998807907,.98000002,.5,2,2,4,1,2,1,8.1000004,7.77,7.8400002,0,0,0,1,0,1,1,0,0,0,0,3.8800001,3.895689,3.8419178,3.6166666,1,1,1
205460,978.5495652173913,.75,2013,.17,4.579999998211861,.80000001,.5,2,1,4,1,1,1,6.3000002,6.9099998,6.04,0,0,0,0,0,1,0,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
204984,1267.979718309859,.23999999,2013,.28,4.349999994039536,.94,.25,2,1,3,0,1,3,7.8899999,6.9899998,7.79,0,0,0,0,0,0,1,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,0
204878,775.3483636363636,.27000001,2013,.06,4.569999992847443,.80000001,.25,2,1,4,1,1,1,6.7800002,7.3499999,7.8000002,0,0,1,0,0,0,1,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,1
205038,1011.534382022472,.67000002,2013,.18,4.319999992847443,.75,.25,2,2,4,0,3,1,7.7800002,7.8899999,8.0200005,0,0,1,0,0,0,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
204857,1011.534382022472,.43000001,2013,1.09,4.159999996423721,1.11,.5,2,2,4,1,1,1,7.4400001,7.5,7.6599998,0,1,0,0,0,0,0,0,0,0,0,5.25,3.895689,3.8419178,3.6166666,1,1,1
204899,643.0468571428571,.47,2013,.06,4.319999992847443,.94999999,.25,2,1,4,0,2,2,7.8299999,7.3800001,7.6700001,0,0,0,0,0,0,1,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
204629,775.3483636363636,.34999999,2013,.12,4.509999990463257,.75999999,.25,2,2,3,0,2,1,8.0799999,7.9200001,8.0299997,0,0,1,0,0,1,1,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,0
204802,775.3483636363636,.34,2013,.41,4.219999998807907,.89999998,.5,2,2,3,0,2,2,7.3299999,7.3099999,7.5100002,0,0,1,0,0,1,0,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,0
205267,520.050731707317,.30000001,2013,-.62,4.36999998986721,.94999999,.5,2,1,4,0,1,1,7.1300001,7.77,7.4000001,0,0,1,0,0,1,1,0,0,0,0,3.75,3.895689,3.8419178,3.6166666,1,1,1
205044,520.050731707317,.25999999,2013,.12,4.129999995231628,.95999998,.5,2,2,4,0,2,3,6.71,6.3499999,6.3099999,0,0,1,1,0,1,0,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
205278,775.3483636363636,.30000001,2013,1.15,4.099999994039536,.92000002,.25,2,2,4,0,2,1,7.27,6.9299998,7.1500001,0,0,1,0,0,1,1,0,0,0,0,5.25,3.895689,3.8419178,3.6166666,1,1,1
205242,775.3483636363636,.56,2013,1.5,4.579999998211861,.69999999,.25,2,2,3,0,2,1,7.4299998,7.6100001,7.8600001,0,0,1,1,0,0,1,0,0,0,0,6.0799999,3.895689,3.8419178,3.6166666,1,1,0
204651,775.3483636363636,.49000001,2013,-.13,4.129999995231628,.61000001,.25,2,2,2,0,1,1,8.04,7.98,8.0500002,1,1,1,0,1,0,1,0,0,0,0,4,3.895689,3.8419178,3.6166666,1,0,1
205480,1107.64051948052,.38999999,2013,.4,4.229999989271164,.97000003,.25,2,2,4,0,1,1,7.4299998,7.1799998,6.04,0,1,1,0,1,0,1,0,0,0,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,1
204698,520.050731707317,.69,2013,.21,4.28999999165535,.85000002,.25,2,2,4,1,2,1,8.29,6.9899998,7.0599999,0,0,1,0,0,1,1,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
205036,520.050731707317,.54000002,2013,-.21,4.459999993443489,.95999998,.5,2,2,4,0,1,1,6.75,6.2199998,6.46,0,0,1,1,0,1,0,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
205143,520.050731707317,.34999999,2013,1.5,4.159999996423721,.80000001,.25,2,1,4,1,2,1,6.96,7.3400002,7.0100002,0,0,1,0,0,0,1,0,0,0,0,5.6599998,3.895689,3.8419178,3.6166666,1,1,1
204921,775.3483636363636,.5,2013,.18,4.319999992847443,.80000001,.5,2,2,4,0,1,1,7.3699999,6.3800001,6.6900001,0,0,1,0,0,1,0,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
204922,775.3483636363636,.46000001,2013,.18,4.569999992847443,.75,.25,2,2,3,0,4,3,7.1500001,7.9499998,8,0,1,1,0,1,0,1,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,0
205406,2244.42947368421,.60000002,2013,.66,4.219999998807907,.80000001,.25,2,2,4,1,3,1,7.4200001,6.3400002,7.3400002,0,1,1,0,0,0,1,0,0,0,0,4.8800001,3.895689,3.8419178,3.6166666,1,1,1
205433,520.050731707317,.69999999,2013,.66,4.219999998807907,.69,.25,2,2,4,0,1,2,6.5300002,8,7.5900002,0,1,1,0,0,1,1,0,0,0,0,4.8800001,3.895689,3.8419178,3.6166666,1,1,1
205462,775.3483636363636,.20999999,2013,.16,4.219999998807907,1.02,.25,2,1,4,1,1,1,6.6500001,6.3099999,6.3400002,0,0,0,1,0,0,0,0,0,0,0,4.3800001,3.895689,3.8419178,3.6166666,1,1,1
204797,520.050731707317,.62,2013,-.17,4.419999986886978,.94999999,.5,2,2,3,0,1,1,6.23,6.5799999,5.3800001,0,0,1,1,1,0,1,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,0
204890,520.050731707317,.66000003,2013,.36,4.389999985694885,.74000001,.5,2,2,3,0,2,2,7.1799998,7.48,7.3600001,0,1,1,0,0,1,0,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,0
204780,804.6067924528301,.74000001,2013,.78,4.099999994039536,.88,.5,2,2,4,1,1,1,7.54,7.3699999,7.2199998,0,1,0,0,0,1,0,0,0,0,0,4.8800001,3.895689,3.8419178,3.6166666,1,1,1
204805,1107.64051948052,.56,2013,.1,4.399999991059303,.95999998,.5,2,1,4,0,1,1,7.3400002,6.3000002,3.96,0,0,1,1,0,1,0,0,0,0,0,4.5,3.895689,3.8419178,3.6166666,1,1,1
205495,775.3483636363636,.44999999,2013,-.16,4.28999999165535,.89999998,.5,2,2,4,0,1,1,6.0900002,6,5.9200001,0,0,1,0,1,0,1,0,0,0,0,4.1300001,3.895689,3.8419178,3.6166666,1,1,1
205328,804.6067924528301,.28999999,2013,.52,4.229999989271164,1.01,.25,2,1,4,0,1,1,7.3099999,7.7399998,7.8899999,0,0,1,1,0,0,1,0,0,0,0,4.75,3.895689,3.8419178,3.6166666,1,1,1
204925,804.6067924528301,.68000001,2013,.02,4.229999989271164,.92000002,.5,2,2,4,0,2,2,7.3099999,7.3899999,7.1799998,0,0,1,0,1,0,1,0,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1
204830,775.3483636363636,.5,2013,-.91,4.28999999165535,.63,.25,2,2,4,0,2,1,7.54,7.1799998,7.1500001,0,1,1,1,1,0,1,0,0,0,0,3.3799999,3.895689,3.8419178,3.6166666,1,1,1
204846,804.6067924528301,.43000001,2013,-.03,4.159999996423721,.94,.25,2,2,4,1,1,1,7.9499998,7.1399999,7.3499999,0,0,1,0,0,1,1,0,0,0,0,4.1300001,3.895689,3.8419178,3.6166666,1,1,1
