nsmoid,analysis_weight,age_r,open_year,rate_spread,pmms,cltv,dti,cu,first_mort_r,duration,i_open,considerations,applications,score_0,score_1,score_2,i_close_first_year,i_refinance,i_married,i_FHA,i_large_loan,i_medium_loan,i_higher_ed,i_open_year2,i_open_year3,i_open_year4,i_open_year5,rate,rate_0,rate_1,rate_2,i_open_0,i_open_1,i_open_2
217529,2136.742676056338,.25999999,2015,.12,3.759999997913837,.94999999,.25,2,1,4,1,1,1,7.6500001,7.2800002,7.4699998,0,0,0,0,0,1,1,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,1,1
218053,1548.048265306122,.63999999,2016,-.22,3.969999998807907,.33000001,.25,2,2,4,1,2,3,6.5500002,7.4899998,7.8899999,0,1,1,0,1,0,0,0,0,1,0,3.75,3.6166666,4.5,3.75,1,1,1
218127,830.4186060606062,.34999999,2016,.23,3.649999998509884,.88999999,.25,2,2,1,1,1,1,7.27,7.8600001,7.52,1,1,1,1,0,0,1,0,0,1,0,3.8800001,3.6166666,4.5,3.75,0,1,1
218611,598.6381818181819,.75999999,2015,-.09,3.839999996125698,.99000001,1,2,2,2,0,1,1,7.0700002,7.4000001,7.3000002,1,1,0,1,0,1,1,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,0,1
217634,501.9013553113554,.76999998,2015,-.01,3.759999997913837,.62,.5,2,2,4,1,2,2,8.0600004,8.0900002,8.1199999,0,1,1,0,1,0,1,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,1,1
217479,501.9013553113554,.69999999,2015,-.87,3.869999997317791,.47999999,.25,2,2,3,0,1,1,8.2700005,8.1999998,8.29,0,1,1,0,0,0,1,0,1,0,0,3,3.8419178,3.9890938,4.5,1,1,0
218025,501.9013553113554,.63,2015,.74,3.759999997913837,.97000003,.5,2,1,4,1,2,1,6.6100001,5.5500002,6.2199998,0,0,1,1,0,0,1,0,1,0,0,4.5,3.8419178,3.9890938,4.5,1,1,1
218370,2178.926031746032,.34999999,2016,-.71,3.959999993443489,.79000002,.5,1,2,4,0,1,1,6.96,7.3200002,7.8899999,0,1,1,1,0,1,0,0,0,1,0,3.25,3.6166666,4.5,3.75,1,1,1
218778,501.9013553113554,.68000001,2016,.24,4.009999990463257,.89999998,.5,2,2,1,1,2,1,6.1500001,7.23,6.6500001,1,1,1,1,1,0,1,0,0,1,0,4.25,3.6166666,4.5,3.75,0,1,1
218642,598.6381818181819,.73000002,2015,.39,3.859999999403954,.73000002,1,2,2,3,0,2,1,6.48,5.4000001,5.9699998,0,1,1,0,0,1,1,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,0
218758,598.6381818181819,.46000001,2015,.59,3.909999996423721,.99000001,.5,2,2,3,0,2,1,6.5300002,6.7600002,7.7399998,0,0,1,1,0,1,0,0,1,0,0,4.5,3.8419178,3.9890938,4.5,1,1,0
218381,1548.048265306122,.30000001,2015,-.9,3.899999998509884,.80000001,.25,2,2,4,1,2,2,8.1599998,7.9499998,7.98,0,0,1,0,1,0,1,0,1,0,0,3,3.8419178,3.9890938,4.5,1,1,1
218817,501.9013553113554,.69999999,2015,.02,3.979999996721745,.80000001,.25,2,2,2,0,1,1,8.3299999,8.1899996,8.3199997,1,0,1,0,0,0,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,0,1
217401,830.4186060606062,.41999999,2015,-1.13,3.759999997913837,.80000001,.25,2,2,4,0,2,2,8.0600004,7.8600001,7.8200002,0,0,1,1,1,0,0,0,1,0,0,2.6300001,3.8419178,3.9890938,4.5,1,1,1
218075,702.6618974358975,.68000001,2015,.9,3.979999996721745,.55000001,.5,2,2,4,1,1,1,6.8899999,8.0699997,7.9000001,0,1,1,0,0,1,0,0,1,0,0,4.8800001,3.8419178,3.9890938,4.5,1,1,1
217558,1548.048265306122,.25999999,2015,-.01,3.759999997913837,1.02,.5,2,1,4,1,2,2,7.5599999,7.52,7.8200002,0,0,0,1,0,0,0,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,1,1
217972,501.9013553113554,.62,2016,.62,4.009999990463257,.75,.25,2,2,4,1,1,1,7.3899999,6.8699999,5.98,0,1,1,0,0,0,0,0,0,1,0,4.6300001,3.6166666,4.5,3.75,1,1,1
217862,830.4186060606062,.31,2016,.16,3.719999998807907,.79000002,.5,2,1,4,1,1,1,7.6799998,7.5999999,8.0600004,0,0,0,0,0,0,1,0,0,1,0,3.8800001,3.6166666,4.5,3.75,1,1,1
217560,1156.148549618321,.23999999,2015,.3,3.949999995529652,.95999998,.5,2,1,4,1,1,1,6.9099998,7.27,7.5500002,0,0,0,1,0,0,1,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
217799,501.9013553113554,.76999998,2015,.66,3.969999998807907,.69,.5,2,2,4,1,2,1,7.4699998,6.8600001,7.3000002,0,1,1,0,0,0,0,0,1,0,0,4.6300001,3.8419178,3.9890938,4.5,1,1,1
217404,702.6618974358975,.34999999,2016,1.07,3.809999994933605,.95999998,.25,2,1,4,1,1,1,7.29,7.04,6.2600002,0,0,1,1,0,0,0,0,0,1,0,4.8800001,3.6166666,4.5,3.75,1,1,1
217851,2178.926031746032,.52999997,2015,.21,3.78999999910593,.5,.25,2,2,4,0,2,1,5.9899998,6.25,6.0700002,0,1,1,0,0,1,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,1
217416,838.1697790055248,.38,2015,.51,3.869999997317791,1,.5,2,1,4,1,1,1,5.8000002,5.9499998,4.8699999,0,0,0,1,0,1,1,0,1,0,0,4.3800001,3.8419178,3.9890938,4.5,1,1,1
218624,501.9013553113554,.69,2015,.24,3.759999997913837,.75999999,.5,2,2,3,0,1,1,8.3199997,8.3100004,8.1700001,0,0,1,0,0,1,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,0
218027,2178.926031746032,.20999999,2015,.28,3.849999994039536,1.02,.25,2,1,4,0,1,1,6.5599999,6.3800001,6.1700001,0,0,1,1,0,0,1,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
217887,1292.632735849057,.40000001,2015,-.1,3.979999996721745,.95999998,.5,2,2,3,0,2,2,6.6799998,7.29,6.4200001,0,0,1,1,0,1,0,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,1,0
217844,830.4186060606062,.30000001,2015,.19,3.939999997615814,.69999999,.25,2,1,4,1,1,1,7.1599998,7.7199998,7.6900001,0,0,1,0,0,1,1,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
217428,838.1697790055248,.56999999,2015,.1,3.899999998509884,.94999999,.25,2,1,4,1,2,1,7.9099998,7.6100001,7.0999999,0,0,0,0,0,1,0,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,1
218629,2136.742676056338,.23999999,2015,.03,3.969999998807907,.79000002,.5,2,1,4,1,3,1,6.79,6.48,6.3499999,0,0,0,0,0,1,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,1
217534,501.9013553113554,.67000002,2015,1.47,3.909999996423721,.80000001,.5,2,2,4,1,1,1,7.0999999,7.8699999,7.3899999,0,1,1,0,0,0,1,0,1,0,0,5.3800001,3.8419178,3.9890938,4.5,1,1,1
218431,830.4186060606062,.63999999,2015,.68,3.949999995529652,.73000002,.5,2,2,3,0,3,1,6.3600001,6.9000001,6.5,0,1,1,0,0,1,0,0,1,0,0,4.6300001,3.8419178,3.9890938,4.5,1,1,0
217342,838.1697790055248,.50999999,2015,.36,3.889999993145466,.95999998,.5,2,2,4,1,1,1,7.04,7.3200002,6.9000001,0,0,0,1,0,0,0,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
218265,702.6618974358975,.55000001,2015,-.16,3.909999996423721,.80000001,.25,2,2,4,1,3,1,6.3000002,6.6199999,6.8099999,0,1,1,1,1,0,1,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,1,1
217757,501.9013553113554,.62,2015,.21,3.78999999910593,.77999997,.25,2,2,4,1,1,1,7.02,7.1700001,7.0500002,0,0,1,0,0,1,0,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,1
218666,830.4186060606062,.37,2015,-.1,3.979999996721745,.94,.5,2,1,4,1,2,2,7.5300002,7.3699999,6.1900001,0,0,1,0,1,0,1,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,1,1
218586,702.6618974358975,.61000001,2016,-.09,3.969999998807907,.75999999,.5,2,2,4,1,2,1,8.1000004,8.1199999,8.1700001,0,0,1,0,0,1,1,0,0,1,0,3.8800001,3.6166666,4.5,3.75,1,1,1
217729,501.9013553113554,.28999999,2016,1.5,3.969999998807907,.93000001,.5,1,1,4,1,1,1,7.3699999,7.3600001,7.5999999,0,0,1,1,0,1,0,0,0,1,0,5.4699998,3.6166666,4.5,3.75,1,1,1
217935,1548.048265306122,.49000001,2015,.28,3.849999994039536,.89999998,.25,2,2,4,1,1,1,8.0600004,7.8699999,7.98,0,0,0,0,0,0,1,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
217846,501.9013553113554,.70999998,2015,.49,3.759999997913837,.89999998,.5,2,2,4,1,1,1,7.1799998,7.2399998,7.02,0,0,1,0,0,1,0,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
217542,702.6618974358975,.56,2016,.71,3.78999999910593,1.25,.5,2,2,4,1,1,1,7.27,7.1700001,7.0599999,0,0,1,1,0,1,0,0,0,1,0,4.5,3.6166666,4.5,3.75,1,1,1
217893,501.9013553113554,.52999997,2015,-.19,3.939999997615814,.95999998,.5,2,2,4,1,1,1,7.6500001,7.71,7.8699999,0,0,1,1,0,1,1,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,1,1
218485,1548.048265306122,.27000001,2016,.08,3.919999994337559,.95999998,.5,2,1,4,1,1,1,7.4000001,7.46,7.5799999,0,0,0,1,0,0,1,0,0,1,0,4,3.6166666,4.5,3.75,1,1,1
217298,830.4186060606062,.43000001,2015,.18,3.949999995529652,1.02,.25,2,1,4,1,2,2,6.7399998,7.54,7.46,0,0,1,1,0,1,0,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
217744,1156.148549618321,.46000001,2015,.15,3.979999996721745,.79000002,.5,2,2,4,1,1,1,7.0500002,7.9000001,7.8299999,0,1,0,0,0,1,1,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
218482,598.6381818181819,.43000001,2016,.12,4.009999990463257,.41999999,.5,2,2,4,0,1,1,7.8499999,8.1300001,8.1400003,0,0,0,0,0,0,0,0,0,1,0,4.1300001,3.6166666,4.5,3.75,1,1,1
217987,830.4186060606062,.5,2016,-.29,3.78999999910593,.75999999,.5,2,2,1,1,2,1,6.4699998,7.1399999,7.25,1,1,1,1,1,0,1,0,0,1,0,3.5,3.6166666,4.5,3.75,0,1,1
218623,598.6381818181819,.40000001,2015,.12,3.759999997913837,1,.5,2,2,4,0,3,3,7.0599999,6.4200001,6.1999998,0,0,0,1,0,0,0,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,1,1
217646,501.9013553113554,.56,2015,.4,3.849999994039536,.75,.25,2,2,4,1,1,1,6.6399999,7.2800002,6.6100001,0,1,1,0,0,1,0,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
218436,830.4186060606062,.34999999,2015,-.51,3.759999997913837,.80000001,.5,2,2,4,1,2,1,8.0299997,8.0500002,8.0799999,0,0,1,1,1,0,1,0,1,0,0,3.25,3.8419178,3.9890938,4.5,1,1,1
217804,598.6381818181819,.63,2015,.3,3.949999995529652,.87,.25,2,2,4,1,2,1,8.0699997,7.71,7.6999998,0,1,0,1,0,0,0,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
217414,1548.048265306122,.34999999,2015,.06,3.819999992847443,.88,.25,2,1,4,1,1,1,6.5500002,6.7399998,6.8600001,0,0,1,0,0,0,1,0,1,0,0,3.8799999,3.8419178,3.9890938,4.5,1,1,1
217949,501.9013553113554,.56,2016,.03,3.969999998807907,.95999998,.25,2,2,4,1,1,2,7.2399998,7.27,7.1500001,0,0,1,1,0,0,0,0,0,1,0,4,3.6166666,4.5,3.75,1,1,1
217505,501.9013553113554,.82999998,2015,.24,3.759999997913837,.77999997,.25,2,2,4,0,2,1,8.0500002,7.5700002,7.21,0,0,1,0,0,1,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,1
218244,838.1697790055248,.34999999,2016,-.33,3.959999993443489,.95999998,.5,2,1,4,1,1,1,6.8699999,7.5300002,7.23,0,0,0,1,0,0,0,0,0,1,0,3.6299999,3.6166666,4.5,3.75,1,1,1
217955,1156.148549618321,.50999999,2015,.5600000000000001,3.939999997615814,.95999998,.5,2,2,2,0,1,1,6.8899999,6.6900001,7.1599998,1,0,0,1,0,1,1,0,1,0,0,4.5,3.8419178,3.9890938,4.5,1,0,1
218700,501.9013553113554,.63999999,2015,.31,3.939999997615814,.88,.25,2,2,4,1,3,1,8.3199997,8.1800003,8.1599998,0,0,1,0,0,1,1,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
218390,830.4186060606062,.40000001,2015,.5600000000000001,3.819999992847443,.64999998,.5,2,2,3,0,1,1,6.5100002,7.8699999,8.1499996,0,1,1,0,1,0,0,0,1,0,0,4.3800001,3.8419178,3.9890938,4.5,1,1,0
218604,2136.742676056338,.25999999,2016,.57,3.809999994933605,.77999997,.5,2,1,4,1,1,1,6.5999999,7.3600001,7.4099998,0,0,0,0,0,0,0,0,0,1,0,4.3800001,3.6166666,4.5,3.75,1,1,1
218637,830.4186060606062,.44999999,2015,.1,3.899999998509884,.95999998,.5,2,1,4,1,2,1,6.9099998,6.3800001,6.3099999,0,0,1,1,0,1,0,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,1
217533,702.6618974358975,.50999999,2015,.49,3.889999993145466,.80000001,.25,2,2,4,0,3,1,7.3899999,7.4299998,8.0100002,0,1,1,0,0,1,0,0,1,0,0,4.3800001,3.8419178,3.9890938,4.5,1,1,1
217611,838.1697790055248,.69,2016,-.09,3.969999998807907,1,.25,2,1,4,1,1,1,6.77,7.5500002,7.6399999,0,0,0,1,0,1,0,0,0,1,0,3.8800001,3.6166666,4.5,3.75,1,1,1
217981,598.6381818181819,.37,2016,-.22,3.969999998807907,1.02,.5,2,2,4,1,1,1,7.6700001,7.8200002,7.9899998,0,0,1,1,1,0,1,0,0,1,0,3.75,3.6166666,4.5,3.75,1,1,1
217610,501.9013553113554,.75999999,2015,.65,3.979999996721745,.80000001,.5,2,2,4,1,1,1,6.5999999,6.54,6.5999999,0,1,1,0,0,1,0,0,1,0,0,4.6300001,3.8419178,3.9890938,4.5,1,1,1
218126,1156.148549618321,.41999999,2015,-.04,4.03999999165535,.80000001,.25,2,1,2,0,2,2,7.1900001,7.4400001,8.1300001,1,0,0,0,0,1,0,0,1,0,0,4,3.8419178,3.9890938,4.5,1,0,1
218327,702.6618974358975,.31999999,2015,.03,3.969999998807907,.97000003,.5,2,1,4,1,2,1,7.27,7.0300002,7.3899999,0,0,0,0,1,0,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,1
218125,1156.148549618321,.41999999,2015,.09,3.909999996423721,.95999998,.25,2,1,3,0,2,1,7.3400002,7.04,7.3299999,0,0,1,1,0,1,0,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,0
217667,1156.148549618321,.41,2015,-.48,3.979999996721745,.94999999,.5,2,2,4,1,1,1,6.5300002,6.6999998,7.1500001,0,1,0,1,1,0,0,0,1,0,0,3.5,3.8419178,3.9890938,4.5,1,1,1
217916,501.9013553113554,.43000001,2015,.09,3.909999996423721,.44,.5,2,2,4,1,2,1,7.1399999,6.5500002,7.1500001,0,0,1,0,0,1,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,1
218090,598.6381818181819,.46000001,2015,1.11,4.019999995827675,.97000003,.25,2,2,4,0,1,1,7.3499999,7.46,7.1399999,0,0,0,0,0,1,1,0,1,0,0,5.1300001,3.8419178,3.9890938,4.5,1,1,1
217612,702.6618974358975,.55000001,2015,-.45,3.949999995529652,.89999998,.5,2,2,4,0,5,1,8.0100002,7.9499998,8,0,1,1,1,1,0,1,0,1,0,0,3.5,3.8419178,3.9890938,4.5,1,1,1
217841,501.9013553113554,.63,2016,-.59,3.969999998807907,.69999999,.25,2,2,1,1,1,1,7.96,7.9699998,8.1300001,1,0,1,0,1,0,1,0,0,1,0,3.3800001,3.6166666,4.5,3.75,0,1,1
218204,501.9013553113554,.56,2015,.37,3.759999997913837,.54000002,.25,2,2,4,1,2,1,7.98,7.7800002,8.0200005,0,1,1,0,1,0,0,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
218489,702.6618974358975,.44,2016,.96,3.919999994337559,.76999998,.5,2,2,2,0,1,1,8.0799999,7.6599998,7.29,1,0,1,0,1,0,0,0,0,1,0,4.8800001,3.6166666,4.5,3.75,1,0,1
218779,830.4186060606062,.60000002,2015,.12,3.759999997913837,.76999998,.25,2,2,4,0,2,1,8.0900002,8.0600004,8.0600004,0,0,1,1,1,0,1,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,1,1
217333,1548.048265306122,.36000001,2015,.17,4.079999998211861,.95999998,.5,2,2,4,0,1,1,6.8499999,6.4499998,7.1599998,0,0,0,1,0,1,1,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
218655,702.6618974358975,.33000001,2015,.36,3.889999993145466,.80000001,.25,2,2,4,1,1,1,7.8699999,7.9899998,8.0100002,0,0,1,0,0,1,1,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
217595,702.6618974358975,.5,2015,.18,3.949999995529652,.85000002,.5,2,2,4,1,1,1,5.9000001,5.8099999,6.1700001,0,1,1,1,0,1,1,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
218162,501.9013553113554,.50999999,2015,.47,3.909999996423721,.83999997,.5,2,2,2,0,3,2,7.5300002,7.8899999,8.0299997,1,0,1,0,0,1,1,0,1,0,0,4.3800001,3.8419178,3.9890938,4.5,1,0,1
218671,830.4186060606062,.38999999,2016,-.09,3.969999998807907,.80000001,.25,2,1,4,1,2,1,8.21,8.04,8.0900002,0,0,1,0,0,1,1,0,0,1,0,3.8800001,3.6166666,4.5,3.75,1,1,1
218593,1548.048265306122,.38999999,2016,-.09,3.969999998807907,.75999999,.5,2,2,4,1,2,1,8.0200005,7.9099998,7.3699999,0,0,1,0,0,0,0,0,0,1,0,3.8800001,3.6166666,4.5,3.75,1,1,1
217363,838.1697790055248,.5,2016,.35,3.649999998509884,.60000002,.5,2,2,4,1,2,1,7.0700002,7.2600002,7.2399998,0,1,0,0,1,0,1,0,0,1,0,4,3.6166666,4.5,3.75,1,1,1
218258,501.9013553113554,.70999998,2015,.41,3.969999998807907,.80000001,.25,2,2,2,0,1,1,8.25,7.96,8.1899996,1,0,1,0,0,1,1,0,1,0,0,4.3800001,3.8419178,3.9890938,4.5,1,0,1
218060,501.9013553113554,.64999998,2015,.02,3.979999996721745,1,.25,2,1,3,0,1,1,7.0900002,6.9400001,6.4899998,0,0,1,1,0,1,0,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,0
218104,1156.148549618321,.52999997,2015,.02,3.979999996721745,.80000001,.25,2,2,4,1,2,1,8.1400003,8.1700001,8.1499996,0,0,1,0,0,1,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,1
218686,2136.742676056338,.46000001,2016,-.47,3.719999998807907,.63,.25,2,2,1,1,3,1,6.6399999,6.3499999,5.1199999,1,1,0,1,0,1,0,0,0,1,0,3.25,3.6166666,4.5,3.75,0,1,1
217512,830.4186060606062,.44,2015,.3,3.949999995529652,.80000001,.25,2,1,3,0,1,1,7.5900002,7.54,8.0600004,0,0,1,0,1,0,1,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,0
218015,1156.148549618321,.34,2015,.02,3.979999996721745,.89999998,.25,2,2,3,0,1,1,7.3800001,7.5599999,7.48,0,0,0,0,1,0,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,0
218298,830.4186060606062,.55000001,2015,-.05,3.929999999701977,.85000002,.25,2,2,3,0,3,2,6.9299998,6.6500001,7.54,0,1,1,1,0,1,0,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,1,0
217928,830.4186060606062,.34999999,2015,-1.09,3.839999996125698,.80000001,.25,2,2,4,1,1,1,8.25,7.5999999,7.6900001,0,0,1,1,1,0,1,0,1,0,0,2.75,3.8419178,3.9890938,4.5,1,1,1
218165,702.6618974358975,.63999999,2015,-.12,3.869999997317791,.54000002,.5,2,2,4,1,3,1,8.25,8.2299995,8.21,0,1,1,0,0,0,0,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,1,1
218610,1156.148549618321,.46000001,2016,-.17,3.919999994337559,1.02,.25,2,2,4,1,2,1,6.6900001,6.5,7.04,0,0,1,1,0,1,1,0,0,1,0,3.75,3.6166666,4.5,3.75,1,1,1
217418,1156.148549618321,.52999997,2015,-.01,3.759999997913837,.85000002,.25,2,2,4,1,1,1,6.5300002,6.6100001,6.8200002,0,1,1,1,0,1,0,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,1,1
217371,1292.632735849057,.41999999,2015,.74,3.759999997913837,.82999998,.25,2,2,4,0,3,1,7.2800002,6.2800002,6.1199999,0,1,1,0,0,1,1,0,1,0,0,4.5,3.8419178,3.9890938,4.5,1,1,1
217576,830.4186060606062,.56999999,2015,.37,3.759999997913837,.76999998,.25,2,2,4,1,1,1,7.9499998,7.6300001,8.1499996,0,1,1,0,0,1,0,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
218584,830.4186060606062,.41,2015,.34,3.78999999910593,.88,.25,2,2,2,0,2,1,7.6399999,8.0500002,7.8499999,1,1,1,0,1,0,1,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,0,1
218747,1292.632735849057,.34,2015,-.04,3.78999999910593,.60000002,.25,2,2,4,1,3,3,7.29,7.5100002,7.1399999,0,0,1,0,1,0,1,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,1,1
218352,702.6618974358975,.34999999,2015,.12,3.759999997913837,.85000002,.25,2,1,4,1,1,1,6.7600002,6.5500002,6.6199999,0,0,1,0,1,0,1,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,1,1
217759,1156.148549618321,.31,2015,.23,3.899999998509884,.88999999,.5,2,1,4,1,2,1,7.3299999,7.1599998,6.7800002,0,0,1,0,1,0,1,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
218759,598.6381818181819,.64999998,2015,.18,3.949999995529652,.61000001,.25,2,2,4,1,3,1,7.75,5.8499999,6.1100001,0,0,0,0,1,0,1,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
217849,838.1697790055248,.57999998,2015,.46,3.78999999910593,.80000001,.5,2,1,4,1,1,1,6.2600002,5.9200001,5.9299998,0,0,0,0,0,0,1,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
218268,830.4186060606062,.50999999,2015,-.01,3.759999997913837,.86000001,.5,2,2,4,1,1,1,7.8099999,7.6500001,8.1000004,0,0,1,1,1,0,1,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,1,1
218351,1548.048265306122,.41,2015,-.05,3.929999999701977,.95999998,.25,2,2,2,0,3,1,6.4000001,6.4200001,6.8800001,1,1,1,1,0,1,1,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,0,1
218496,830.4186060606062,.61000001,2015,.99,3.759999997913837,.63999999,.25,2,2,3,0,1,1,7.46,7.79,7.4200001,0,1,1,0,0,1,1,0,1,0,0,4.75,3.8419178,3.9890938,4.5,1,1,0
218787,501.9013553113554,.67000002,2015,-.1,3.979999996721745,.50999999,.5,2,2,4,1,2,2,8.2700005,8.3299999,8.2299995,0,1,1,0,0,1,1,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,1,1
217491,830.4186060606062,.46000001,2016,-.22,3.969999998807907,.86000001,.5,2,2,4,1,2,1,7.4200001,7.4200001,7.5100002,0,1,1,1,1,0,1,0,0,1,0,3.75,3.6166666,4.5,3.75,1,1,1
217767,1292.632735849057,.31999999,2015,.15,3.849999994039536,.94999999,.25,2,2,2,0,2,1,8.1199999,8.1999998,8.1300001,1,0,1,0,1,0,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,0,1
217323,501.9013553113554,.49000001,2015,.49,3.759999997913837,.89999998,.5,2,2,3,0,1,1,7.5300002,6.7399998,6.9200001,0,0,1,0,1,0,0,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,0
218771,501.9013553113554,.61000001,2016,.41,3.969999998807907,.93000001,.5,2,2,4,1,1,1,7.3000002,7.52,7.4000001,0,0,1,0,0,1,0,0,0,1,0,4.3800001,3.6166666,4.5,3.75,1,1,1
217657,702.6618974358975,.34999999,2015,-.04,3.78999999910593,.95999998,.5,2,2,4,1,2,2,6.5599999,6.0100002,5.96,0,0,1,1,0,1,1,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,1,1
217485,702.6618974358975,.61000001,2016,.16,3.969999998807907,.80000001,.25,2,2,4,1,2,1,7.5,7.8099999,8.0600004,0,1,1,0,1,0,0,0,0,1,0,4.1300001,3.6166666,4.5,3.75,1,1,1
218567,501.9013553113554,.44,2015,.14,3.859999999403954,.85000002,.25,2,2,4,1,1,1,8.3400002,8.1000004,8.1400003,0,0,1,0,0,1,1,0,1,0,0,4,3.8419178,3.9890938,4.5,1,1,1
218641,501.9013553113554,.67000002,2016,-.54,3.78999999910593,.68000001,.5,1,2,4,0,1,1,8.04,8.1700001,8.1899996,0,0,1,1,1,0,0,0,0,1,0,3.25,3.6166666,4.5,3.75,1,1,1
217988,598.6381818181819,.54000002,2015,.34,3.909999996423721,.36000001,.5,2,2,4,1,2,2,7.9400001,7.54,7.6300001,0,0,1,0,0,0,0,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
218511,702.6618974358975,.57999998,2015,.39,3.859999999403954,.58999997,.25,2,2,4,1,2,1,8.1499996,8.1400003,8.2600002,0,0,1,0,0,0,0,0,1,0,0,4.25,3.8419178,3.9890938,4.5,1,1,1
218559,838.1697790055248,.46000001,2015,-.07,3.819999992847443,1.02,.5,2,1,4,1,1,1,6.7600002,6.3200002,7.4299998,0,0,0,1,0,1,0,0,1,0,0,3.75,3.8419178,3.9890938,4.5,1,1,1
218760,830.4186060606062,.31999999,2015,.34,3.78999999910593,.94999999,.5,2,2,4,1,1,1,8.1599998,7.9699998,8.1800003,0,0,1,1,0,1,0,0,1,0,0,4.1300001,3.8419178,3.9890938,4.5,1,1,1
217868,598.6381818181819,.56,2015,.78,3.969999998807907,.79000002,.5,2,2,4,0,2,2,6.48,6.7399998,5.9299998,0,0,0,0,0,1,0,0,1,0,0,4.75,3.8419178,3.9890938,4.5,1,1,1
218413,702.6618974358975,.58999997,2015,.82,3.929999999701977,.81,.25,2,2,4,1,1,1,6.6799998,6.0799999,6.4299998,0,1,1,1,0,0,0,0,1,0,0,4.75,3.8419178,3.9890938,4.5,1,1,1
218242,830.4186060606062,.41999999,2015,.12,3.759999997913837,.95999998,.5,2,1,3,0,2,1,7.1900001,6.8499999,7.4899998,0,0,1,1,0,1,1,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,1,0
217639,1292.632735849057,.38999999,2015,.09,3.78999999910593,.91000003,.25,2,1,4,0,2,2,7.3699999,7.4200001,7.52,0,0,1,1,0,0,0,0,1,0,0,3.8800001,3.8419178,3.9890938,4.5,1,1,1
