nsmoid,analysis_weight,age_r,open_year,rate_spread,pmms,cltv,dti,cu,first_mort_r,i_open,considerations,applications,score_0,i_close_0,score_1,i_close_1,i_close_first_year,i_refinance,i_married,i_FHA,i_large_loan,i_medium_loan,i_higher_ed,i_open_year2,i_open_year3,i_open_year4,i_open_year5,rate
209479,694.3111926605504,.36000001,2014,.03,4.099999994039536,.80000001,.25,2,1,1,4,2,8,0,7.6500001,0,0,0,0,0,0,1,1,1,0,0,0,4.1300001
210004,694.3111926605504,.55000001,2014,.38,4.11999998986721,1,.5,2,2,0,4,1,6.8200002,0,5.8000002,1,1,0,1,1,0,1,0,1,0,0,0,4.5
209356,614.9876785714285,.56999999,2014,-.37,4.11999998986721,.95999998,.5,2,2,1,1,1,6.6199999,0,6.4400001,0,0,0,1,1,0,1,1,1,0,0,0,3.75
210649,1666.012747252747,.25,2014,-.12,4.11999998986721,1,.5,2,1,0,1,1,6.6700001,0,6.8299999,0,0,0,0,1,0,1,0,1,0,0,0,4
209288,732.7512765957446,.28,2014,.03,4.099999994039536,.80000001,.25,2,1,1,4,1,7.4899998,0,7.98,0,0,0,1,0,0,1,1,1,0,0,0,4.1300001
209313,732.7512765957446,.58999997,2014,.13,4.11999998986721,1.03,.5,2,2,1,1,1,6.9000001,0,6.1799998,0,0,0,1,1,0,0,0,1,0,0,0,4.25
209638,732.7512765957446,.57999998,2014,.53,4.099999994039536,.92000002,.25,1,2,1,1,1,7.6599998,0,7.0599999,0,0,0,1,1,0,0,1,1,0,0,0,4.6300001
209703,694.3111926605504,.69999999,2014,0,4.129999995231628,.63999999,.5,1,2,1,1,1,6.8200002,0,6.8200002,0,0,1,0,1,0,0,0,1,0,0,0,4.1300001
209411,732.7512765957446,.30000001,2014,.25,4.129999995231628,.94999999,.25,2,2,1,1,1,8.0100002,0,8.04,0,0,0,1,0,0,0,0,1,0,0,0,4.3800001
209895,442.1540836012862,.75,2014,.15,4.099999994039536,.79000002,.25,2,2,1,2,1,7.3499999,0,7.3800001,0,0,1,1,1,0,0,0,1,0,0,0,4.25
209610,507.9189261744966,.61000001,2014,.11,4.139999985694885,.64999998,.5,2,2,1,2,1,7.9499998,0,7.98,0,0,1,0,0,0,0,0,1,0,0,0,4.25
209644,1601.828372093023,.38,2014,.65,4.099999994039536,.80000001,.25,2,2,0,1,1,6.5700002,0,6.77,0,0,1,1,0,0,1,1,1,0,0,0,4.75
210068,442.1540836012862,.74000001,2014,1.5,4.099999994039536,.55000001,.5,2,2,0,3,3,6.2199998,0,6.7399998,1,1,0,1,1,1,0,1,1,0,0,0,5.5999999
210304,918.3815999999999,.62,2014,.28,4.099999994039536,.76999998,.25,2,2,1,1,1,8.0900002,0,7.6399999,0,0,0,1,0,0,1,0,1,0,0,0,4.3800001
210905,694.3111926605504,.47,2014,.33,4.169999986886978,.92000002,.5,2,2,1,3,2,7.8400002,0,7.77,0,0,0,1,0,0,1,0,1,0,0,0,4.5
210332,918.3815999999999,.30000001,2014,.13,4.11999998986721,.94999999,.25,2,2,0,3,3,7.8299999,0,7.5500002,0,0,0,1,0,0,1,1,1,0,0,0,4.25
210791,507.9189261744966,.62,2014,-.4,4.149999991059303,.95999998,.5,2,2,1,2,1,7.3400002,0,7.5900002,0,0,1,0,1,0,1,1,1,0,0,0,3.75
209941,442.1540836012862,.68000001,2014,.3,4.199999988079071,.68000001,.25,2,2,0,3,2,8.1400003,0,8.0900002,1,1,1,1,0,0,1,1,1,0,0,0,4.5
209574,442.1540836012862,.88999999,2014,.13,4.11999998986721,.49000001,1,2,2,1,1,1,7.9400001,1,7.9299998,0,1,1,1,1,0,0,1,1,0,0,0,4.25
210615,694.3111926605504,.33000001,2014,.78,4.099999994039536,.87,1,1,2,1,3,2,7.8400002,0,7.9400001,0,0,1,1,1,0,1,1,1,0,0,0,4.8800001
210205,918.3815999999999,.34,2014,-.26,4.139999985694885,.80000001,.25,2,1,1,2,2,7.5100002,0,7.5900002,0,0,0,1,1,1,0,1,1,0,0,0,3.8799999
209922,928.5879754601227,.38,2014,.63,4.11999998986721,1.0599999,.5,2,1,1,3,1,7.04,0,7.1300001,0,0,0,0,1,0,0,0,1,0,0,0,4.75
210652,442.1540836012862,.57999998,2014,-.6,4.099999994039536,.38,.25,1,2,1,1,1,8.3000002,0,8.2299995,0,0,0,1,1,0,0,1,1,0,0,0,3.5
209373,732.7512765957446,.5,2014,.02,3.979999996721745,.69,.25,2,2,1,2,1,7.75,0,7.9400001,0,0,0,1,1,1,0,1,1,0,0,0,4
210053,442.1540836012862,.66000003,2014,-.12,4.11999998986721,1,.25,2,2,1,1,1,8.29,0,8.1099997,0,0,0,1,1,1,0,0,1,0,0,0,4
210167,1112.94,.25999999,2014,-.35,4.099999994039536,.95999998,.5,2,1,0,1,1,7.2600002,0,7.3299999,0,0,0,0,1,0,0,1,1,0,0,0,3.75
210272,1601.828372093023,.41,2014,.05,4.199999988079071,.72000003,.25,2,2,0,2,1,7.23,0,7.29,0,0,1,1,0,1,0,1,1,0,0,0,4.25
210723,442.1540836012862,.76999998,2014,.49,4.139999985694885,.79000002,.5,2,2,1,2,1,8.1199999,0,8.0299997,0,0,0,1,0,0,0,0,1,0,0,0,4.6300001
210650,694.3111926605504,.64999998,2014,-.12,4.11999998986721,.85000002,.5,2,2,0,2,1,7.4899998,0,7.6999998,0,0,1,1,1,0,1,0,1,0,0,0,4
210845,442.1540836012862,.44999999,2014,.26,4.11999998986721,.94999999,.25,2,2,0,2,1,8.0799999,0,8,0,0,1,1,0,1,0,1,1,0,0,0,4.3800001
210347,1112.94,.34,2014,-.1,4.099999994039536,.94,.5,2,1,1,2,1,6.9699998,0,6.4200001,0,0,0,0,0,0,1,0,1,0,0,0,4
210786,918.3815999999999,.50999999,2014,.11,4.139999985694885,1.02,.25,2,1,0,1,1,6.0300002,0,6.5300002,1,1,0,1,1,1,0,1,1,0,0,0,4.25
210689,507.9189261744966,.55000001,2014,.16,3.969999998807907,.80000001,.25,2,2,1,1,1,8.0699997,0,8.0100002,0,0,0,0,0,0,0,0,1,0,0,0,4.1300001
209130,614.9876785714285,.36000001,2014,.28,4.099999994039536,.94999999,.25,2,1,1,2,2,7.9099998,0,7.9400001,0,0,0,1,0,1,0,1,1,0,0,0,4.3800001
210261,732.7512765957446,.47999999,2014,.53,4.099999994039536,.76999998,.25,2,2,1,3,1,7.9499998,0,8.1000004,0,0,0,1,0,0,0,1,1,0,0,0,4.6300001
209540,507.9189261744966,.56,2014,.99,4.139999985694885,.72000003,.5,2,2,0,1,1,6.5300002,0,6.25,0,0,1,1,1,0,1,1,1,0,0,0,5.1300001
210321,694.3111926605504,.47999999,2014,-.24,4.11999998986721,.91000003,.5,2,2,0,1,1,7.0500002,0,6.5599999,0,0,1,1,1,1,0,0,1,0,0,0,3.8799999
210335,928.5879754601227,.63,2014,.88,4.11999998986721,.80000001,.25,2,2,0,1,1,6.77,0,7,0,0,1,1,0,0,1,0,1,0,0,0,5
210765,442.1540836012862,.66000003,2014,-.06,4.189999997615814,.36000001,.25,2,2,1,1,1,8.0100002,0,8.2799997,0,0,1,1,0,0,0,0,1,0,0,0,4.1300001
209175,694.3111926605504,.31,2014,.15,4.099999994039536,.88999999,.25,2,1,1,2,1,8.1099997,0,7.4699998,0,0,0,0,0,0,0,0,1,0,0,0,4.25
210787,442.1540836012862,.62,2014,.02,4.229999989271164,.80000001,.25,2,2,1,1,1,7.6900001,0,7.8699999,0,0,1,1,0,0,1,0,1,0,0,0,4.25
209188,918.3815999999999,.31999999,2014,.3,4.199999988079071,.88,.25,2,1,0,2,2,7.6799998,0,7.73,0,0,0,1,0,0,1,1,1,0,0,0,4.5
209264,694.3111926605504,.54000002,2014,.3,4.199999988079071,.69999999,.25,2,2,0,3,1,7.27,0,6.3400002,0,0,1,1,0,1,0,1,1,0,0,0,4.5
209839,732.7512765957446,.33000001,2014,-.87,4.11999998986721,.93000001,.5,2,2,0,2,1,8,0,8.0100002,1,1,0,1,0,1,0,1,1,0,0,0,3.25
210688,918.3815999999999,.54000002,2014,.86,4.139999985694885,.69999999,.25,2,2,1,1,1,7.5599999,0,7.71,0,0,0,1,0,0,0,1,1,0,0,0,5
209224,614.9876785714285,.41999999,2014,-.28,4.409999996423721,1.03,.25,2,2,1,1,1,8.0799999,0,7.8299999,0,0,0,1,1,0,1,0,1,0,0,0,4.1300001
209122,928.5879754601227,.25999999,2014,-.39,4.139999985694885,.95999998,.5,2,1,0,1,1,7.48,0,6.96,0,0,0,0,1,0,0,0,1,0,0,0,3.75
210174,928.5879754601227,.33000001,2014,.54,4.209999993443489,.94999999,.5,2,1,0,2,2,6.8600001,0,7.0900002,1,1,0,1,1,0,1,0,1,0,0,0,4.75
210105,507.9189261744966,.68000001,2014,0,4.129999995231628,.93000001,.25,2,1,1,1,1,7.3800001,0,7.3699999,0,0,0,1,1,0,0,0,1,0,0,0,4.1300001
210642,507.9189261744966,.57999998,2014,.02,4.229999989271164,.49000001,.25,2,2,1,3,1,7.54,0,8.0699997,0,0,0,1,0,0,1,1,1,0,0,0,4.25
210409,1601.828372093023,.34,2014,.01,4.11999998986721,.88999999,.25,2,2,0,1,1,7.5799999,0,7.5100002,0,0,0,1,0,1,0,1,1,0,0,0,4.1300001
209343,732.7512765957446,.47,2014,-.26,4.139999985694885,1.01,.25,2,2,1,2,1,6.1900001,0,6.5999999,0,0,0,1,1,0,1,1,1,0,0,0,3.8799999
210064,1601.828372093023,.47,2014,.93,4.199999988079071,.74000001,.5,2,2,0,2,1,6.3499999,0,6.6599998,1,1,1,0,0,0,1,0,1,0,0,0,5.1300001
209137,442.1540836012862,.47,2014,-.39,4.139999985694885,1.03,.25,2,2,1,1,1,8.1800003,0,8.1000004,0,0,0,1,1,1,0,1,1,0,0,0,3.75
210646,928.5879754601227,.33000001,2014,.36,4.139999985694885,.92000002,.25,2,1,0,2,1,8.1400003,0,7.77,0,0,0,0,0,0,1,0,1,0,0,0,4.5
210247,442.1540836012862,.61000001,2014,.13,4.11999998986721,.52999997,.25,1,2,1,1,1,7.9499998,0,7.96,0,0,1,1,1,1,0,0,1,0,0,0,4.25
210009,507.9189261744966,.44999999,2014,-.07,4.199999988079071,.31999999,.25,1,2,1,2,2,8.0600004,0,7.9000001,0,0,1,1,0,0,1,1,1,0,0,0,4.1300001
209053,507.9189261744966,.58999997,2014,.21,4.169999986886978,.80000001,.25,2,2,1,3,2,8.3199997,0,8.3000002,0,0,0,0,0,0,1,1,1,0,0,0,4.3800001
209066,928.5879754601227,.63999999,2014,-.04,4.169999986886978,1,.5,2,2,0,1,1,6.6599998,0,6.79,0,0,0,1,1,0,1,0,1,0,0,0,4.1300001
210020,1601.828372093023,.31,2014,.01,4.11999998986721,.94999999,.25,2,2,1,3,1,7.2600002,0,7.02,0,0,0,1,0,0,1,0,1,0,0,0,4.1300001
210056,694.3111926605504,.38999999,2014,-.13,4.009999990463257,.98000002,.25,2,1,1,2,1,7.6700001,0,7.4200001,0,0,0,1,1,0,0,1,1,0,0,0,3.8799999
210160,732.7512765957446,.28999999,2014,-.12,4.11999998986721,1,.5,2,1,1,2,2,7.5700002,0,7.6500001,0,0,0,0,1,0,1,1,1,0,0,0,4
209717,732.7512765957446,.55000001,2014,-.22,4.099999994039536,.94999999,.25,2,2,1,2,1,8.1199999,0,8.0900002,0,0,1,1,0,0,1,0,1,0,0,0,3.8799999
209849,614.9876785714285,.31999999,2014,.03,3.969999998807907,1,.5,2,1,1,2,1,6.8899999,0,7.0799999,0,0,0,1,1,0,0,0,1,0,0,0,4
210580,694.3111926605504,.56,2014,.13,4.11999998986721,1.02,.5,2,1,0,2,1,6.4699998,0,6.79,1,1,0,0,1,0,0,0,1,0,0,0,4.25
209193,1666.012747252747,.50999999,2014,.61,4.139999985694885,.75,.25,2,2,1,2,1,7.0999999,0,7.21,0,0,0,1,0,0,0,1,1,0,0,0,4.75
209395,507.9189261744966,.58999997,2014,-.01,4.139999985694885,.62,.25,2,2,1,2,1,8.2200003,0,8.1599998,0,0,1,0,0,0,0,0,1,0,0,0,4.1300001
209725,507.9189261744966,.5,2014,-.1,4.099999994039536,.95999998,.5,2,2,1,2,1,7.0599999,0,7.1900001,0,0,0,0,1,0,0,0,1,0,0,0,4
210386,928.5879754601227,.44999999,2014,.61,4.139999985694885,.95999998,.5,2,2,0,1,1,6.25,0,5.9299998,0,0,0,1,1,1,0,1,1,0,0,0,4.75
210771,614.9876785714285,.62,2014,-.44,4.189999997615814,.69999999,.5,2,2,0,1,1,6.5999999,0,6.3899999,0,0,1,1,1,0,1,0,1,0,0,0,3.75
210018,442.1540836012862,.74000001,2014,.65,4.099999994039536,.81,.25,2,2,0,3,1,7.3200002,0,6.8200002,0,0,1,1,1,0,0,1,1,0,0,0,4.75
210565,732.7512765957446,.41999999,2014,-.1,4.099999994039536,.57999998,.25,2,2,0,1,1,8.0900002,0,7.9899998,1,1,1,1,0,1,0,1,1,0,0,0,4
210432,1601.828372093023,.33000001,2014,.63,4.11999998986721,.94999999,.5,2,1,0,2,3,7.4000001,0,5.5500002,0,0,0,1,0,0,0,0,1,0,0,0,4.75
210114,1601.828372093023,.41999999,2014,-.27,4.149999991059303,.95999998,.5,2,2,1,2,1,6,0,6.3699999,0,0,0,1,1,0,1,1,1,0,0,0,3.8799999
210130,918.3815999999999,.36000001,2014,.24,4.139999985694885,.94999999,.25,2,2,1,2,1,7.25,0,7.8899999,0,0,0,1,0,0,1,1,1,0,0,0,4.3800001
210744,928.5879754601227,.43000001,2014,-.29,4.169999986886978,.88999999,.25,2,2,0,2,2,6.8600001,0,7.4099998,1,1,1,1,1,1,0,1,1,0,0,0,3.8799999
209336,442.1540836012862,.67000002,2014,.03,3.969999998807907,.31999999,.25,2,2,1,1,1,7.5700002,0,7.3200002,0,0,0,1,1,0,0,0,1,0,0,0,4
209912,732.7512765957446,.63999999,2014,-.14,4.139999985694885,.75999999,.5,2,2,1,2,1,7.8299999,0,6.4299998,0,0,0,1,1,1,0,1,1,0,0,0,4
210850,694.3111926605504,.64999998,2014,.13,4.11999998986721,.80000001,.25,2,2,0,1,1,7.46,0,7.6799998,0,0,1,1,0,1,0,1,1,0,0,0,4.25
209203,442.1540836012862,.69,2014,.24,4.139999985694885,1.03,.5,2,2,0,1,1,6.9299998,0,5.77,1,1,0,1,1,0,1,1,1,0,0,0,4.3800001
209673,614.9876785714285,.58999997,2014,-.34,3.969999998807907,.80000001,.5,2,2,0,1,1,6.29,0,6.7399998,0,0,1,1,1,0,1,1,1,0,0,0,3.6300001
210142,442.1540836012862,.28999999,2014,.33,3.919999994337559,.73000002,.5,2,1,1,3,2,7.4099998,0,7.1399999,0,0,0,1,1,1,0,1,1,0,0,0,4.25
210186,442.1540836012862,.31,2014,0,4.129999995231628,1.02,.5,2,1,0,2,1,6.8800001,0,7.25,0,0,0,1,1,0,1,0,1,0,0,0,4.1300001
209048,928.5879754601227,.70999998,2014,.72,4.409999996423721,1.17,.5,2,2,0,1,1,7,0,6.6399999,0,0,1,0,0,0,0,0,1,0,0,0,5.1300001
210562,442.1540836012862,.49000001,2014,-.12,4.11999998986721,.68000001,.25,2,2,0,2,2,7.1999998,0,7.4400001,1,1,0,1,0,1,0,1,1,0,0,0,4
209447,918.3815999999999,.31,2014,-.26,4.139999985694885,1,.25,2,1,0,1,1,7.3499999,0,7.0799999,0,0,0,1,1,0,1,1,1,0,0,0,3.8799999
209637,442.1540836012862,.30000001,2014,.01,4.11999998986721,.46000001,.25,2,1,1,1,1,7.6900001,0,7.3200002,0,0,0,0,0,0,1,1,1,0,0,0,4.1300001
209138,442.1540836012862,.54000002,2014,.46,4.169999986886978,.73000002,.5,2,2,1,1,1,6.6500001,0,7.77,0,0,1,1,0,0,1,0,1,0,0,0,4.6300001
209388,614.9876785714285,.31,2014,-.14,4.139999985694885,.94999999,.5,2,1,0,2,1,7.2399998,0,7.27,0,0,0,1,1,0,1,1,1,0,0,0,4
209125,1112.94,.38,2014,.36,4.139999985694885,.28,.25,2,1,1,1,1,5.4899998,0,5.3200002,0,0,0,1,1,0,0,0,1,0,0,0,4.5
209890,732.7512765957446,.57999998,2014,.15,4.099999994039536,.80000001,.5,1,2,1,3,1,6.1199999,0,6.1399999,0,0,1,1,0,0,1,1,1,0,0,0,4.25
210096,1601.828372093023,.30000001,2014,.12,4.009999990463257,.94999999,.5,2,2,0,2,2,6.9699998,0,7.0100002,1,1,0,1,0,0,1,0,1,0,0,0,4.1300001
209597,694.3111926605504,.56,2014,.13,4.11999998986721,.75,.25,2,2,0,2,1,7.4499998,0,7.5,1,1,1,0,0,1,0,1,1,0,0,0,4.25
209325,918.3815999999999,.33000001,2014,-.01,4.139999985694885,.93000001,.25,2,1,0,1,1,8.1099997,0,7.5100002,0,0,0,1,0,0,1,1,1,0,0,0,4.1300001
210715,918.3815999999999,.30000001,2014,.51,4.11999998986721,.77999997,.5,2,2,0,1,1,7.21,0,6.7600002,1,1,1,1,0,0,1,1,1,0,0,0,4.6300001
209361,1112.94,.44,2014,-.4,4.149999991059303,.97000003,.5,2,2,0,1,1,6.9000001,0,7.1999998,0,0,0,1,1,0,1,0,1,0,0,0,3.75
209722,614.9876785714285,.36000001,2014,.3,4.329999998211861,.80000001,.25,2,2,1,1,1,8.2700005,0,7.3099999,0,0,0,0,0,0,1,0,1,0,0,0,4.6300001
210026,507.9189261744966,.49000001,2014,.49,4.139999985694885,.80000001,.25,2,2,0,1,1,7.5900002,0,6.5799999,0,0,0,1,0,0,1,1,1,0,0,0,4.6300001
209760,1601.828372093023,.51999998,2014,-.04,4.169999986886978,.46000001,.25,2,2,0,3,1,8.0100002,0,7.1700001,0,0,0,0,1,1,0,1,1,0,0,0,4.1300001
209526,732.7512765957446,.31,2014,.11,4.139999985694885,.94999999,.5,2,1,0,2,2,7.8699999,0,7.3499999,0,0,0,1,0,0,1,1,1,0,0,0,4.25
209754,928.5879754601227,.28999999,2014,.53,4.099999994039536,.87,.25,2,2,0,1,1,7.5,0,7.6999998,0,0,1,0,0,0,0,1,1,0,0,0,4.6300001
210614,442.1540836012862,.40000001,2014,.05,4.199999988079071,.5,.25,2,2,1,1,1,8.1499996,0,7.8200002,0,0,0,1,0,0,1,1,1,0,0,0,4.25
209060,732.7512765957446,.38999999,2014,.13,4.11999998986721,.80000001,.25,2,2,0,3,2,8.0900002,0,7.9699998,1,1,1,1,0,0,1,1,1,0,0,0,4.25
210280,918.3815999999999,.56,2014,-1.44,4.189999997615814,.55000001,.25,1,2,1,5,1,8.1099997,0,8.0699997,0,0,1,1,1,0,1,1,1,0,0,0,2.75
210679,442.1540836012862,.57999998,2014,.48,4.019999995827675,.85000002,.75,2,2,1,2,1,7.2800002,0,7.1399999,0,0,1,1,1,0,0,1,1,0,0,0,4.5
210745,918.3815999999999,.66000003,2014,-.19,4.189999997615814,.64999998,.5,2,2,1,1,1,7.1999998,0,7.3400002,0,0,1,1,0,1,0,1,1,0,0,0,4
209658,918.3815999999999,.43000001,2014,-.23,4.229999989271164,.86000001,.25,2,2,1,1,1,7.4899998,0,7.9099998,0,0,0,1,1,1,0,1,1,0,0,0,4
209244,732.7512765957446,.37,2014,.65,4.099999994039536,1.02,.5,2,1,1,4,1,7.1100001,0,5.98,0,0,0,1,1,0,1,0,1,0,0,0,4.75
209156,1112.94,.34,2014,.15,4.099999994039536,.95999998,.5,2,1,1,1,1,6.5900002,0,6.5300002,0,0,0,1,1,0,1,0,1,0,0,0,4.25
210876,442.1540836012862,.66000003,2014,.13,4.11999998986721,.80000001,.5,2,2,0,1,1,7.9299998,0,8.0900002,0,0,1,1,0,0,1,1,1,0,0,0,4.25
210083,1666.012747252747,.28,2014,.16,3.969999998807907,.94999999,.25,1,1,1,3,2,6.8400002,0,6.1399999,0,0,0,0,0,0,0,1,1,0,0,0,4.1300001
209158,1112.94,.25,2014,.21,3.919999994337559,1.02,.25,2,1,0,2,1,7.3800001,0,7.46,0,0,0,0,1,0,0,0,1,0,0,0,4.1300001
210799,1601.828372093023,.41999999,2014,-.37,4.11999998986721,.95999998,.5,2,1,1,2,2,6.3600001,0,6.3699999,0,0,0,0,1,0,1,1,1,0,0,0,3.75
210499,918.3815999999999,.38999999,2014,.08,3.919999994337559,.95999998,.25,2,2,0,1,1,7.0599999,0,6.6999998,1,1,0,1,1,0,1,1,1,0,0,0,4
209371,614.9876785714285,.40000001,2014,.11,4.139999985694885,.95999998,.5,2,2,0,2,1,7.5,0,7.0999999,1,1,0,1,1,0,1,1,1,0,0,0,4.25
210361,694.3111926605504,.47999999,2014,.13,4.11999998986721,.89999998,1,2,2,0,2,2,7.0999999,0,6.79,0,0,1,0,0,0,1,0,1,0,0,0,4.25
210370,442.1540836012862,.62,2014,-.27,4.019999995827675,1.03,.5,2,2,1,3,1,7.3299999,0,6.9699998,0,0,0,1,1,1,0,1,1,0,0,0,3.75
210774,442.1540836012862,.70999998,2014,.36,4.139999985694885,.86000001,.5,2,2,0,1,1,6.6500001,0,6.46,0,0,1,1,0,1,0,0,1,0,0,0,4.5
210424,928.5879754601227,.56,2014,-.14,4.139999985694885,.99000001,.25,2,1,1,1,1,6.1999998,0,6.9499998,0,0,0,1,1,0,0,0,1,0,0,0,4
210379,507.9189261744966,.43000001,2014,.11,4.139999985694885,.79000002,.5,2,2,1,2,1,7.3200002,0,7.4400001,0,0,1,0,0,0,1,1,1,0,0,0,4.25
210556,694.3111926605504,.43000001,2014,.11,4.139999985694885,.95999998,.5,2,1,1,1,1,6.6999998,0,7.04,0,0,0,0,1,0,0,0,1,0,0,0,4.25
210028,442.1540836012862,.80000001,2014,.09,4.409999996423721,.56999999,.5,2,2,1,2,2,7.3099999,0,7.27,0,0,1,1,1,1,0,1,1,0,0,0,4.5
210599,694.3111926605504,.43000001,2014,.08,4.169999986886978,.98000002,.5,2,1,0,2,1,7.0300002,0,7.1999998,0,0,0,1,1,0,0,1,1,0,0,0,4.25
210215,1601.828372093023,.40000001,2014,-.49,4.11999998986721,.77999997,.25,2,2,0,2,1,7.0900002,0,7.6900001,0,0,0,1,1,1,0,1,1,0,0,0,3.6299999
209104,507.9189261744966,.64999998,2014,.11,4.139999985694885,.69,.25,2,2,0,2,1,8.1499996,0,8.0500002,0,0,0,0,0,0,0,0,1,0,0,0,4.25
210345,928.5879754601227,.31999999,2014,-.38,4.129999995231628,.95999998,.25,2,1,0,3,2,7.2399998,0,6.3800001,0,0,0,0,1,0,1,0,1,0,0,0,3.75
210240,507.9189261744966,.49000001,2014,.74,4.139999985694885,.94999999,.25,2,2,0,1,1,7.8099999,0,7.73,1,1,0,1,0,1,0,1,1,0,0,0,4.8800001
210060,507.9189261744966,.67000002,2014,.13,4.11999998986721,.46000001,.5,2,2,0,2,1,8.2600002,0,8.0200005,0,0,1,0,0,0,1,1,1,0,0,0,4.25
209729,732.7512765957446,.33000001,2014,.13,4.11999998986721,.67000002,.5,2,2,0,3,1,7.9000001,0,7.75,0,0,0,1,0,0,0,0,1,0,0,0,4.25
210214,442.1540836012862,.69,2014,.63,4.11999998986721,.95999998,.5,2,1,1,2,1,7.48,0,7.1500001,0,0,0,1,1,0,0,0,1,0,0,0,4.75
210408,442.1540836012862,.64999998,2014,.63,4.11999998986721,.91000003,.5,2,2,0,2,1,7.7600002,0,6.8499999,0,0,0,1,0,0,1,1,1,0,0,0,4.75
209735,442.1540836012862,.44999999,2014,.24,4.139999985694885,.58999997,.25,2,2,1,1,1,8.1599998,0,8.0299997,0,0,1,1,1,1,0,1,1,0,0,0,4.3800001
210509,732.7512765957446,.28999999,2014,.26,4.11999998986721,.58999997,.5,2,2,0,1,1,7.6300001,0,7.5300002,0,0,1,1,0,0,1,1,1,0,0,0,4.3800001
209180,1112.94,.41,2014,.21,3.919999994337559,.80000001,.25,1,2,1,2,2,7.2800002,0,6.9499998,0,0,1,1,0,0,1,0,1,0,0,0,4.1300001
209179,732.7512765957446,.46000001,2014,.18,4.199999988079071,.77999997,.25,2,2,1,1,1,6.9699998,0,7.1599998,0,0,1,1,0,0,0,0,1,0,0,0,4.3800001
210866,694.3111926605504,.58999997,2014,-.88,4.129999995231628,.69,.25,2,2,0,2,2,7.1399999,0,7.9099998,0,0,1,0,0,0,1,1,1,0,0,0,3.25
209938,732.7512765957446,.34,2014,.03,4.099999994039536,.95999998,.25,2,2,0,3,2,7.5999999,0,7.4400001,1,1,0,1,1,1,0,1,1,0,0,0,4.1300001
209279,732.7512765957446,.41999999,2014,.88,4.11999998986721,.88,.5,2,2,0,2,2,7.0599999,0,6.23,0,0,0,1,0,0,1,0,1,0,0,0,5
210802,1601.828372093023,.23,2014,.13,4.11999998986721,.95999998,.5,2,1,1,2,2,7.3000002,0,7.4299998,0,0,0,0,1,0,0,0,1,0,0,0,4.25
210696,507.9189261744966,.5,2014,.17,4.209999993443489,.94999999,.5,2,1,0,1,1,7.6799998,0,7.3099999,1,1,0,1,1,0,1,0,1,0,0,0,4.3800001
210001,918.3815999999999,.30000001,2014,.16,3.969999998807907,.85000002,.25,1,2,1,1,1,7.23,0,6.9899998,0,0,1,1,0,0,1,1,1,0,0,0,4.1300001
210121,1601.828372093023,.60000002,2014,-.39,4.139999985694885,.94999999,.5,2,2,0,1,1,6.4899998,0,6.5700002,0,0,0,1,1,0,1,1,1,0,0,0,3.75
210899,732.7512765957446,.34999999,2014,-.1,3.979999996721745,.80000001,.25,2,2,1,1,1,7.6700001,0,7.71,0,0,0,1,0,1,0,1,1,0,0,0,3.8800001
209425,928.5879754601227,.34,2014,.38,4.11999998986721,.80000001,.5,2,2,0,2,1,7.3000002,0,7.4000001,1,1,0,1,0,0,1,1,1,0,0,0,4.5
209226,1666.012747252747,.25,2014,.06,4.189999997615814,.80000001,.25,2,1,1,2,3,7.4699998,0,7.2800002,0,0,0,0,0,0,1,1,1,0,0,0,4.25
210516,614.9876785714285,.51999998,2014,.48,4.149999991059303,.91000003,.5,2,2,0,1,1,7.0900002,0,7.3299999,0,0,0,1,0,1,0,0,1,0,0,0,4.6300001
209482,1112.94,.38999999,2014,-.45,4.199999988079071,.64999998,.5,1,2,1,3,1,7.02,0,6.6300001,0,0,1,0,1,0,1,1,1,0,0,0,3.75
210378,928.5879754601227,.60000002,2014,-.01,4.139999985694885,.47999999,.25,2,2,0,1,1,8.3100004,0,8.29,0,0,0,1,0,0,1,1,1,0,0,0,4.1300001
209107,1112.94,.28,2014,.49,4.139999985694885,.94999999,.5,2,2,0,1,1,7.4099998,0,7.5700002,0,0,0,1,0,0,1,0,1,0,0,0,4.6300001
209484,928.5879754601227,.64999998,2014,.13,4.11999998986721,.75,.25,2,2,1,1,1,6.6300001,0,6.6100001,0,0,1,0,0,0,1,0,1,0,0,0,4.25
209613,442.1540836012862,.66000003,2014,.11,4.139999985694885,.89999998,.5,2,2,1,1,1,7.9499998,0,7.77,0,0,0,1,0,0,1,1,1,0,0,0,4.25
210681,694.3111926605504,.33000001,2014,.05,4.199999988079071,.89999998,.25,2,2,0,2,1,7.98,0,8.0299997,0,0,0,1,0,0,1,1,1,0,0,0,4.25
210769,928.5879754601227,.47,2014,.24,4.139999985694885,.93000001,.25,2,1,0,1,1,6.96,0,6.8499999,0,0,0,1,0,0,0,0,1,0,0,0,4.3800001
209366,694.3111926605504,.83999997,2014,-.5,4.129999995231628,.31999999,.5,2,2,1,1,1,7.4699998,0,7.1399999,0,0,1,0,0,0,0,1,1,0,0,0,3.6300001
209219,928.5879754601227,.49000001,2014,.88,4.11999998986721,.60000002,.25,2,1,1,2,1,6.4099998,0,7.0100002,0,0,0,1,1,0,0,0,1,0,0,0,5
